PUBLICATION NAME: (EMBO Journal) AND YEAR PUBLISHED: (2012-2013)
Refined by: DOCUMENT TYPES=( ARTICLE OR REVIEW )
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"A lysosome-to-nucleus signalling mechanism senses and regulates the lysosome via mTOR and TFEB","Settembre, Carmine; Zoncu, Roberto; Medina, Diego L.; Vetrini, Francesco; Erdin, Serkan; Erdin, SerpilUckac; Tuong Huynh; Ferron, Mathieu; Karsenty, Gerard; Vellard, Michel C.; Facchinetti, Valeria; Sabatini, David M.; Ballabio, Andrea","","","","EMBO JOURNAL","MAR 7 2012","2012","31","5","","","","1095","1108","","10.1038/emboj.2012.32","","","887","88.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","51","57","84","120","131","123","147","154","8"
"The many faces and functions of beta-catenin","Valenta, Tomas; Hausmann, George; Basler, Konrad","","","","EMBO JOURNAL","JUN 13 2012","2012","31","12","","","","2714","2736","","10.1038/emboj.2012.150","","","725","72.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","64","80","91","84","85","93","106","109","6"
"Precision mapping of the human O-GalNAc glycoproteome through SimpleCell technology","Steentoft, Catharina; Vakhrushev, Sergey Y.; Joshi, Hiren J.; Kong, Yun; Vester-Christensen, Malene B.; Schjoldager, Katrine T-B G.; Lavrsen, Kirstine; Dabelsteen, Sally; Pedersen, Nis B.; Marcos-Silva, Lara; Gupta, Ramneek; Bennett, Eric Paul; Mandel, Ulla; Brunak, Soren; Wandall, Hans H.; Levery, Steven B.; Clausen, Henrik","","","","EMBO JOURNAL","MAY 15 2013","2013","32","10","","","","1478","1488","","10.1038/emboj.2013.79","","","634","70.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","49","67","85","90","104","103","128","2"
"The Lgr5 intestinal stem cell signature: robust expression of proposed quiescent '+4' cell markers","Munoz, Javier; Stange, Daniel E.; Schepers, Arnout G.; van de Wetering, Marc; Koo, Bon-Kyoung; Itzkovitz, Shalev; Volckmann, Richard; Kung, Kevin S.; Koster, Jan; Radulescu, Sorina; Myant, Kevin; Versteeg, Rogier; Sansom, Owen J.; van Es, Johan H.; Barker, Nick; van Oudenaarden, Alexander; Mohammed, Shabaz; Heck, Albert J. R.; Clevers, Hans","","","","EMBO JOURNAL","JUL 18 2012","2012","31","14","","","","3079","3091","","10.1038/emboj.2012.166","","","417","41.70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","39","50","63","47","52","61","35","56","4"
"A novel pathway combining calreticulin exposure and ATP secretion in immunogenic cancer cell death","Garg, Abhishek D.; Krysko, Dmitri V.; Verfaillie, Tom; Kaczmarek, Agnieszka; Ferreira, Gabriela B.; Marysael, Thierry; Rubio, Noemi; Firczuk, Malgorzata; Mathieu, Chantal; Roebroek, Anton J. M.; Annaert, Wim; Golab, Jakub; de Witte, Peter; Vandenabeele, Peter; Agostinis, Patrizia","","","","EMBO JOURNAL","MAR 7 2012","2012","31","5","","","","1062","1079","","10.1038/emboj.2011.497","","","369","36.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","32","35","45","48","38","47","45","64","1"
"The updated biology of hypoxia-inducible factor","Greer, Samantha N.; Metcalf, Julie L.; Wang, Yi; Ohh, Michael","","","","EMBO JOURNAL","MAY 30 2012","2012","31","11","","","","2448","2460","","10.1038/emboj.2012.125","","","359","35.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","44","58","60","55","39","33","23","36","2"
"Mitochondrial dysfunction in Parkinson's disease: molecular mechanisms and pathophysiological consequences","Exner, Nicole; Lutz, Anne Kathrin; Haass, Christian; Winklhofer, Konstanze F.","","","","EMBO JOURNAL","JUL 18 2012","2012","31","14","","","","3038","3062","","10.1038/emboj.2012.170","","","334","33.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","48","60","41","50","44","29","30","29","0"
"Human long non-coding RNAs promote pluripotency and neuronal differentiation by association with chromatin modifiers and transcription factors","Ng, Shi-Yan; Johnson, Rory; Stanton, Lawrence W.","","","","EMBO JOURNAL","FEB 1 2012","2012","31","3","","","","522","533","","10.1038/emboj.2011.459","","","331","33.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","34","50","32","39","48","33","42","38","0"
"Unlimited in vitro expansion of adult bi-potent pancreas progenitors through the Lgr5/R-spondin axis","Huch, Meritxell; Bonfanti, Paola; Boj, Sylvia F.; Sato, Toshiro; Loomans, Cindy J. M.; van de Wetering, Marc; Sojoodi, Mozhdeh; Li, Vivian S. W.; Schuijers, Jurian; Gracanin, Ana; Ringnalda, Femke; Begthel, Harry; Hamer, Karien; Mulder, Joyce; van Es, Johan H.; de Koning, Eelco; Vries, Robert G. J.; Heimberg, Harry; Clevers, Hans","","","","EMBO JOURNAL","OCT 16 2013","2013","32","20","","","","2708","2721","","10.1038/emboj.2013.204","","","326","36.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","22","25","55","52","52","57","60","2"
"The mechanism of gamma-Secretase dysfunction in familial Alzheimer disease","Chavez-Gutierrez, Lucia; Bammens, Leen; Benilova, Iryna; Vandersteen, Annelies; Benurwar, Manasi; Borgers, Marianne; Lismont, Sam; Zhou, Lujia; Van Cleynenbreugel, Simon; Esselmann, Hermann; Wiltfang, Jens; Serneels, Lutgarde; Karran, Eric; Gijsen, Harrie; Schymkowitz, Joost; Rousseau, Frederic; Broersen, Kerensa; De Strooper, Bart","","","","EMBO JOURNAL","MAY 16 2012","2012","31","10","","","","2261","2274","","10.1038/emboj.2012.79","","","309","30.90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","43","35","34","44","39","30","33","33","2"
