PUBLICATION NAME: (plos genetics) AND YEAR PUBLISHED: (2012-2013)
Refined by: DOCUMENT TYPES=( ARTICLE OR REVIEW )
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Masculinization of the X Chromosome in the Pea Aphid","Jaquiery, Julie; Rispe, Claude; Roze, Denis; Legeai, Fabrice; Le Trionnaire, Gael; Stoeckel, Solenn; Mieuzet, Lucie; Da Silva, Corinne; Poulain, Julie; Prunier-Leterme, Nathalie; Segurens, Beatrice; Tagu, Denis; Simon, Jean-Christophe","","","","PLOS GENETICS","AUG 2013","2013","9","8","","","","","","e1003690","10.1371/journal.pgen.1003690","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","6","2","4","4","0"
"Environmental Dependence of Genetic Constraint","de Vos, Marjon G. J.; Poelwijk, Frank J.; Battich, Nico; Ndika, Joseph D. T.; Tans, Sander J.","","","","PLOS GENETICS","JUN 2013","2013","9","6","","","","","","e1003580","10.1371/journal.pgen.1003580","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","6","5","4","5","2","3","0"
"DeepSAGE Reveals Genetic Variants Associated with Alternative Polyadenylation and Expression of Coding and Non-coding Transcripts","Zhernakova, Daria V.; de Klerk, Eleonora; Westra, Harm-Jan; Mastrokolias, Anastasios; Amini, Shoaib; Ariyurek, Yavuz; Jansen, Rick; Penninx, Brenda W.; Hottenga, Jouke J.; Willemsen, Gonneke; de Geus, Eco J.; Boomsma, Dorret I.; Veldink, Jan H.; van den Berg, Leonard H.; Wijmenga, Cisca; den Dunnen, Johan T.; van Ommen, Gert-Jan B.; 't Hoen, Peter A. C.; Franke, Lude","","","","PLOS GENETICS","JUN 2013","2013","9","6","","","","","","e1003594","10.1371/journal.pgen.1003594","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","5","4","5","2","3","2","0"
"Roles of the Developmental Regulator unc-62/Homothorax in Limiting Longevity in Caenorhabditis elegans","Van Nostrand, Eric L.; Sanchez-Blanco, Adolfo; Wu, Beijing; Andy Nguyen; Kim, Stuart K.","","","","PLOS GENETICS","FEB 2013","2013","9","2","","","","","","e1003325","10.1371/journal.pgen.1003325","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","5","4","4","2","5","3","0"
"Control of Multicellular Development by the Physically Interacting Deneddylases DEN1/DenA and COP9 Signalosome","Christmann, Martin; Schmaler, Tilo; Gordon, Colin; Huang, Xiaohua; Bayram, Oezguer; Schinke, Josua; Stumpf, Sina; Dubiel, Wolfgang; Braus, Gerhard H.","","","","PLOS GENETICS","FEB 2013","2013","9","2","","","","","","e1003275","10.1371/journal.pgen.1003275","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","6","4","3","2","4","0"
"Telomerase-Null Survivor Screening Identifies Novel Telomere Recombination Regulators","Hu, Yan; Tang, Hong-Bo; Liu, Ning-Ning; Tong, Xia-Jing; Dang, Wei; Duan, Yi-Min; Fu, Xiao-Hong; Zhang, Yang; Peng, Jing; Meng, Fei-Long; Zhou, Jin-Qiu","","","","PLOS GENETICS","JAN 2013","2013","9","1","","","","","","e1003208","10.1371/journal.pgen.1003208","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","5","5","1","4","2","6","0"
"Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes","Watkins-Chow, Dawn E.; Cooke, Joanna; Pidsley, Ruth; Edwards, Andrew; Slotkin, Rebecca; Leeds, Karen E.; Mullen, Raymond; Baxter, Laura L.; Campbell, Thomas G.; Salzer, Marion C.; Biondini, Laura; Gibney, Gretchen; Tuy, Francoise Phan Dinh; Chelly, Jamel; Morris, H. Douglas; Riegler, Johannes; Lythgoe, Mark F.; Arkell, Ruth M.; Loreni, Fabrizio; Flint, Jonathan; Pavan, William J.; Keays, David A.","","","","PLOS GENETICS","JAN 2013","2013","9","1","","","","","","e1003094","10.1371/journal.pgen.1003094","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","7","3","2","1","4","5","0"
"Unlocking the Bottleneck in Forward Genetics Using Whole-Genome Sequencing and Identity by Descent to Isolate Causative Mutations","Bull, Katherine R.; Rimmer, Andrew J.; Siggs, Owen M.; Miosge, Lisa A.; Roots, Carla M.; Enders, Anselm; Bertram, Edward M.; Crockford, Tanya L.; Whittle, Belinda; Potter, Paul K.; Simon, Michelle M.; Mallon, Ann-Marie; Brown, Steve D. M.; Beutler, Bruce; Goodnow, Christopher C.; Lunter, Gerton; Cornall, Richard J.","","","","PLOS GENETICS","JAN 2013","2013","9","1","","","","","","e1003219","10.1371/journal.pgen.1003219","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","3","5","3","1","2","0"
"Structural Basis of a Histone H3 Lysine 4 Demethylase Required for Stem Elongation in Rice","Chen, Qingfeng; Chen, Xiangsong; Wang, Quan; Zhang, Faben; Lou, Zhiyong; Zhang, Qifa; Zhou, Dao-Xiu","","","","PLOS GENETICS","JAN 2013","2013","9","1","","","","","","e1003239","10.1371/journal.pgen.1003239","","","30","3.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","5","6","0","3","3","5","1"
"RecX Facilitates Homologous Recombination by Modulating RecA Activities","Cardenas, Paula P.; Carrasco, Begona; Soufo, Clarisse Defeu; Cesar, Carolina E.; Herr, Katharina; Kaufenstein, Miriam; Graumann, Peter L.; Alonso, Juan C.","","","","PLOS GENETICS","DEC 2012","2012","8","12","","","","","","e1003126","10.1371/journal.pgen.1003126","","","30","3.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","0","6","3","5","8","0"
