PUBLICATION NAME: (nature) AND YEAR PUBLISHED: (2012-2013)
Refined by: DOCUMENT TYPES=( ARTICLE OR REVIEW )
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Restriction of intestinal stem cell expansion and the regenerative response by YAP","Barry, Evan R.; Morikawa, Teppei; Butler, Brian L.; Shrestha, Kriti; de la Rosa, Rosemarie; Yan, Kelley S.; Fuchs, Charles S.; Magness, Scott T.; Smits, Ron; Ogino, Shuji; Kuo, Calvin J.; Camargo, Fernando D.","","","","NATURE","JAN 3 2013","2013","493","7430","","","","106","+","","10.1038/nature11693","","","324","36.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","35","53","42","44","42","41","46","2"
"Thermal and electrical conductivity of iron at Earth's core conditions","Pozzo, Monica; Davies, Chris; Gubbins, David; Alfe, Dario","","","","NATURE","MAY 17 2012","2012","485","7398","","","","355","U99","","10.1038/nature11031","","","324","32.40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","28","40","52","51","34","40","34","36","2"
"Increase in observed net carbon dioxide uptake by land and oceans during the past 50 years","Ballantyne, A. P.; Alden, C. B.; Miller, J. B.; Tans, P. P.; White, J. W. C.","","","","NATURE","AUG 2 2012","2012","488","7409","","","","70","+","","10.1038/nature11299","","","323","32.30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","34","38","43","43","38","47","40","38","1"
"Electronic nematicity above the structural and superconducting transition in BaFe2(As1-xPx)(2)","Kasahara, S.; Shi, H. J.; Hashimoto, K.; Tonegawa, S.; Mizukami, Y.; Shibauchi, T.; Sugimoto, K.; Fukuda, T.; Terashima, T.; Nevidomskyy, Andriy H.; Matsuda, Y.","","","","NATURE","JUN 21 2012","2012","486","7403","","","","382","385","","10.1038/nature11178","","","323","32.30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","48","60","41","57","36","30","19","22","1"
"Brain-wide neuronal dynamics during motor adaptation in zebrafish","Ahrens, Misha B.; Li, Jennifer M.; Orger, Michael B.; Robson, Drew N.; Schier, Alexander F.; Engert, Florian; Portugues, Ruben","","","","NATURE","MAY 24 2012","2012","485","7399","","","","471","U80","","10.1038/nature11057","","","322","32.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","50","27","45","39","45","39","38","33","2"
"Molecular mechanism of ATP binding and ion channel activation in P2X receptors","Hattori, Motoyuki; Gouaux, Eric","","","","NATURE","MAY 10 2012","2012","485","7397","","","","207","U91","","10.1038/nature11010","","","322","32.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","41","53","32","42","42","25","30","35","2"
"Structure of the chemokine receptor CXCR1 in phospholipid bilayers","Park, Sang Ho; Das, Bibhuti B.; Casagrande, Fabio; Tian, Ye; Nothnagel, Henry J.; Chu, Mignon; Kiefer, Hans; Maier, Klaus; De Angelis, Anna A.; Marassi, Francesca M.; Opella, Stanley J.","","","","NATURE","NOV 29 2012","2012","491","7426","","","","779","+","","10.1038/nature11580","","","321","32.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","49","68","47","36","39","33","26","22","0"
"Crystal structure of the multidrug transporter P-glycoprotein from Caenorhabditis elegans","Jin, Mi Sun; Oldham, Michael L.; Zhang, Qiuju; Chen, Jue","","","","NATURE","OCT 25 2012","2012","490","7421","","","","566","+","","10.1038/nature11448","","","321","32.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","34","61","55","33","46","36","26","28","1"
"HDAC8 mutations in Cornelia de Lange syndrome affect the cohesin acetylation cycle","Deardorff, Matthew A.; Bando, Masashige; Nakato, Ryuichiro; Watrin, Erwan; Itoh, Takehiko; Minamino, Masashi; Saitoh, Katsuya; Komata, Makiko; Katou, Yuki; Clark, Dinah; Cole, Kathryn E.; De Baere, Elfride; Decroos, Christophe; Di Donato, Nataliya; Ernst, Sarah; Francey, Lauren J.; Gyftodimou, Yolanda; Hirashima, Kyotaro; Hullings, Melanie; Ishikawa, Yuuichi; Jaulin, Christian; Kaur, Maninder; Kiyono, Tohru; Lombardi, Patrick M.; Magnaghi-Jaulin, Laura; Mortier, Geert R.; Nozaki, Naohito; Petersen, Michael B.; Seimiya, Hiroyuki; Siu, Victoria M.; Suzuki, Yutaka; Takagaki, Kentaro; Wilde, Jonathan J.; Willems, Patrick J.; Prigent, Claude; Gillessen-Kaesbach, Gabriele; Christianson, David W.; Kaiser, Frank J.; Jackson, Laird G.; Hirota, Toru; Krantz, Ian D.; Shirahige, Katsuhiko","","","","NATURE","SEP 13 2012","2012","489","7415","","","","313","+","","10.1038/nature11316","","","321","32.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","34","52","46","47","41","26","40","27","2"
"Protein activity regulation by conformational entropy","Tzeng, Shiou-Ru; Kalodimos, Charalampos G.","","","","NATURE","AUG 9 2012","2012","488","7410","","","","236","240","","10.1038/nature11271","","","320","32.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","42","42","43","42","35","45","35","30","1"
